x y z Ts
3.0801700000e-02 1.2560931000e-01 0.0000000000e+00 6.0193136597e+02
3.1182930000e-02 1.2523606000e-01 0.0000000000e+00 6.0185428593e+02
3.1561820000e-02 1.2485099000e-01 0.0000000000e+00 6.0179442729e+02
3.1938420000e-02 1.2445388000e-01 0.0000000000e+00 6.0174927967e+02
3.2312830000e-02 1.2404438000e-01 0.0000000000e+00 6.0172312411e+02
3.2685250000e-02 1.2362224000e-01 0.0000000000e+00 6.0171392061e+02
3.3055720000e-02 1.2318698000e-01 0.0000000000e+00 6.0171217135e+02
3.3424560000e-02 1.2273818000e-01 0.0000000000e+00 6.0172822891e+02
3.3791850000e-02 1.2227541000e-01 0.0000000000e+00 6.0175955845e+02
3.4157820000e-02 1.2179817000e-01 0.0000000000e+00 6.0178985881e+02
3.4522780000e-02 1.2130602000e-01 0.0000000000e+00 6.0183127140e+02
3.4886860000e-02 1.2079832000e-01 0.0000000000e+00 6.0187537641e+02
3.5250400000e-02 1.2027454000e-01 0.0000000000e+00 6.0191615783e+02
3.5613590000e-02 1.1973412000e-01 0.0000000000e+00 6.0196904100e+02
3.5976750000e-02 1.1917631000e-01 0.0000000000e+00 6.0199074765e+02
3.6340220000e-02 1.1860058000e-01 0.0000000000e+00 6.0202399567e+02
3.6704410000e-02 1.1800618000e-01 0.0000000000e+00 6.0200874777e+02
3.7069650000e-02 1.1739221000e-01 0.0000000000e+00 6.0197946405e+02
3.7436520000e-02 1.1675790000e-01 0.0000000000e+00 6.0190887017e+02
3.7805590000e-02 1.1610220000e-01 0.0000000000e+00 6.0178456636e+02
3.8177420000e-02 1.1542421000e-01 0.0000000000e+00 6.0161384731e+02
3.8552600000e-02 1.1472315000e-01 0.0000000000e+00 6.0140314480e+02
3.8930880000e-02 1.1399959000e-01 0.0000000000e+00 6.0114633615e+02
3.9310630000e-02 1.1325798000e-01 0.0000000000e+00 6.0082528554e+02
3.9687670000e-02 1.1250759000e-01 0.0000000000e+00 6.0045703778e+02
4.0058530000e-02 1.1175758000e-01 0.0000000000e+00 6.0006853032e+02
4.0424540000e-02 1.1100739000e-01 0.0000000000e+00 5.9966074341e+02
4.0792100000e-02 1.1024506000e-01 0.0000000000e+00 5.9924164438e+02
4.1167990000e-02 1.0945600000e-01 0.0000000000e+00 5.9876940778e+02
4.1554420000e-02 1.0863500000e-01 0.0000000000e+00 5.9826965957e+02
