x_mm,contour_wall,contour_g
2.492072433233261108e+01,3.389984869646182619e-01,0.000000000000000000e+00
2.534673549234867096e+01,3.388054559209412453e-01,0.000000000000000000e+00
2.577275037765502930e+01,3.387166775118503614e-01,0.000000000000000000e+00
2.619876526296138763e+01,3.387193226786016642e-01,0.000000000000000000e+00
2.662477828562259674e+01,3.388105148023531354e-01,0.000000000000000000e+00
2.705079317092895508e+01,3.389657199614863892e-01,0.000000000000000000e+00
2.747680805623531342e+01,3.392060664254274438e-01,0.000000000000000000e+00
2.790281921625137329e+01,3.394924387908413999e-01,0.000000000000000000e+00
2.832883223891258240e+01,3.398480483959708809e-01,0.000000000000000000e+00
2.875484526157379150e+01,3.402365572625698498e-01,0.000000000000000000e+00
2.918086200952529907e+01,3.406527742508888013e-01,0.000000000000000000e+00
2.960687316954135895e+01,3.410968646838496432e-01,0.000000000000000000e+00
3.003288805484771729e+01,3.415435341543930914e-01,0.000000000000000000e+00
3.045890480279922485e+01,3.419908318520399337e-01,0.000000000000000000e+00
3.088491596281528473e+01,3.424356827704418405e-01,0.000000000000000000e+00
3.131093084812164307e+01,3.428538505692398930e-01,0.000000000000000000e+00
3.173694387078285217e+01,3.432417973379041642e-01,0.000000000000000000e+00
3.216295689344406128e+01,3.435852722405620674e-01,0.000000000000000000e+00
3.258896991610527039e+01,3.438839446313695647e-01,0.000000000000000000e+00
3.301498666405677795e+01,3.441112967136448209e-01,0.000000000000000000e+00
3.344099968671798706e+01,3.442845551358557632e-01,0.000000000000000000e+00
3.386701270937919617e+01,3.443828561452513815e-01,5.884377195675343068e-32
3.429302945733070374e+01,3.443794174284746656e-01,0.000000000000000000e+00
3.471904247999191284e+01,3.443099156720839660e-01,0.000000000000000000e+00
3.514505177736282349e+01,3.441498169544607855e-01,0.000000000000000000e+00
3.557106852531433105e+01,3.439216713221601718e-01,0.000000000000000000e+00
3.599708154797554016e+01,3.435884464406636085e-01,0.000000000000000000e+00
